Article ID,Article Title,User Name,Resolve?,Include,Search Engine,Exclusion stage,Reason for exclusion,Details of reason for exclusion if other,Article Topic: notes,Year of publication,Country of Primary Author,Study Location Name,Study Country,Study Location Coordinates (Decimal Degrees),Study length (years),Starting year of data collection,Number of study species,Species family,Species Latin Name(s),Conservation status(es),Sample size (individuals),Sample size (colonies),Sample size (other),Research Focus,Research Focus if other or additional details,Source of seabird location information.,Source of seabird location information if other,Tracking accuracy (m),Temporal resolution of tracking data, Type of remote sensing,Type of remote sensing if other,Repository (website) source of remotely sensed data,Satellite Source/Space Agency,Satellite platform for remote sensing data,Satellite sensor used,Satellite Product/Environmental Variables,Derived metrics,Non-SRS environmental variables ,Temporal Resolution of SRS (days),Spatial resolution of SRS (mxm),Satellite imagery processing/analysis software,Was satellite data verified? How?,Details of how satellite data was verified if Other,Do/How do authors account for or discuss temporal variation in environment?,Analytical method for linking movement and environment,Do the authors make or discuss specific predicted changes in seabird ecology,Link to policy or conservation,Additional notes,User Note,Title,Journal,Authors
8566833,"Study of fauna population changes on Penguin Island and Turret Point Oasis (King George Island, Antarctica) using an unmanned aerial vehicle",hannah.1.wood,,TRUE, WOS,,,,Aerial survey penguin counts vs old ground based surveys to determine population change,2019,Poland,Penguin Island and Turret Point (King George Island),Antarctica,"62°06′S, 57°56′W and 62°06′S,  57°56′W",50 (1966 - 2016),2016 (UAV seabird data);;;1966 (previous seabird counts in literature);;;2008 (ground based seabird count),4,Spheniscidae;;;Spheniscidae;;;Phalacrocoracidae;;;Procellariidae,Pygoscelis adeliae;;;Pygoscelis antarcticus;;;Phalacrocorax atriceps bransfieldensis (Leucocarbo atriceps);;;Macronectes giganteus,Least Concern;;;Least Concern;;;Least Concern;;;Least Concern,,,"1 aerial count, 14 ground based counts for penguin spp. 8 for giant petrels, 3 for shags.", Abundance/Population Estimates,, Other,Aerial survey from UAV,0.07,NI,,,Not used,Not used,Not used,Not used,UAV images,Not used,,NI,Not used,"Open-source software Image Composite Editor, version 2.0.3.0 (64 bit) (Microsoft 2015), to generate a panoramic image stitch;;;ArcGIS 10.5 (Environmental Systems Research Institute 2016)", Not Included,,NI,NI,NI,NI,,,"Study of fauna population changes on Penguin Island and Turret Point Oasis (King George Island, Antarctica) using an unmanned aerial vehicle",Polar Biol.,"Korczak-Abshire, Malgorzata; Zmarz, Anna; Rodzewicz, Miroslaw; Kycko, Marlena; Karsznia, Izabela; Chwedorzewska, Katarzyna J."
8566834,"Seabirds as monitors of upper-ocean thermal structure. King penguins at the Antarctic polar front, east of Kerguelen sector",hannah.1.wood,,FALSE, WOS,Title/Abstract, Other: describe below,Using seabirds with biologging sensors to monitor oceanography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seabirds as monitors of upper-ocean thermal structure. King penguins at the Antarctic polar front, east of Kerguelen sector",Comptes Rendus Acad. Sci. Ser. III-Sci. Vie-Life Sci.,"Koudil, M.; Charrassin, J. B.; Le Maho, Y.; Bost, C. A."
8566835,Dynamics of Antarctic penguin populations in relation to interannual variability in sea ice distribution,hannah.1.wood,,TRUE, WOS,,,,Penguin populations on sea ice,1996,UK,"Signy Island, South Orkney Islands",Antarctica,,13 (bird data);;;15 (remote sensing data),1979 (bird data);;;1973 (remote sensing data),2,Spheniscidae;;;Spheniscidae,Pygoscelis adeliae;;;Pygoscelis antarctica,,"234,000",,, Abundance/Population Estimates,, Land-based survey,,,annual, Satellite;;;Aircraft (manned),,publication : Knight 1984,US Navy/National Oceanic and Atmo-spheric Administration (NOAA) Joint Polar Ice Center,,,,circumpolar sea ice extent (location of edge of sea ice),In situ: time of beginning and end of fast-ice in local area,7,1 degree,,,,multiple year analysis comparing each year plus time lags of up to 4 years,"Principal component analysis based on covariance matrix of  the penguin colony data and the sea ice data, following normalisation of both data sets between 0 and 100;;;A linear regression (y""64.0!0.223x)based on the unlagged number of breeding pairs ofAde ́ lies and the unlagged sea ice extent data","it is unlikely that pen-guin population size would show any simple relation-ship to sea ice conditions or that penguin populationdynamics,  or  inter-specific  differences  in  populationdynamics, would simply reflect a trend in sea ice conditions. Although a simple relationship may be unlikely,the physical environment, in particular that relating tosea ice, could have a significant effect upon penguin population dynamics.",,,,Dynamics of Antarctic penguin populations in relation to interannual variability in sea ice distribution,Polar Biol.,"Trathan, P. N.; Croxall, J. P.; Murpby, E. J."
8566836,Tracking a northern fulmar from a Scottish nesting site to the Charlie-Gibbs Fracture Zone: Evidence of linkage between coastal breeding seabirds and Mid-Atlantic Ridge feeding sites,hannah.1.wood,,TRUE, WOS,,,,Fulmar feeding on M-A Ridge,2013,UK,"Eynhallow, Orkney, Scotland",UK,"59.1333 N, 3.1166 W",1,2012,1,Procellariidae,Fulmarus glacialis,Least Concern,1,,,Foraging Location/Distribution,, Combined GPS+GLS tag,,NI,1 hour (GPS);;;10 min (GLS),,,NI,NI,NI,WindSAT;;;ASMR-E;;;TMI;;;AVHRR;;;MODIS,Microwave (wind?);;;SST,Thermal front (7-day composite),,7,NI,NI, Not Included,,NI,Descriptive. Mapping environmental variable and track as layers,NI,Shows long distance travelled by a seabird and that conservation programsthat focus entirely on territorial waters adjacent to breeding sitesare likely to underestimate the management practices that arenecessary to wide-ranging species such as fulmars,,,Tracking a northern fulmar from a Scottish nesting site to the Charlie-Gibbs Fracture Zone: Evidence of linkage between coastal breeding seabirds and Mid-Atlantic Ridge feeding sites,Deep-Sea Res. Part II-Top. Stud. Oceanogr.,"Edwards, Ewan W. J.; Quinn, Lucy R.; Wakefield, Ewan D.; Miller, Peter I.; Thompson, Paul M."
8566837,Foraging habitat choice of White-tailed Tropicbirds revealed by fine-scale GPS tracking and remote sensing,hannah.1.wood,,TRUE, WOS,,,,,2019,Brazil,Fernando de Noronha (offshore of Northeast Brazil),Brazil,"3.86◦S, 32.42◦W",1,2015,1,,Phaethon lepturus,,15,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,NI,1 minute, Satellite,,http://oceancolor.gsfc.nasa.gov,NASA,MODIS,,") Turbidity—TheDiffuse Attenuation Coefficient at the 490 nm wavelength (commonly referred as Kd(490));;;Chlorophyll-a -Near-surface concentration of chlorophyll-a in mg m−3, inferred from remote sensingreflectance in the blue-to-green region of the visible spectrum;;;ST—Sea surface temperature in◦C inferred from the 11μm and 12μm long wave infrared bands",SST;;;Turbidity;;;Chl a conc.,,2 day average,1000m (0.009 degrees);;;Resampled to 5570 (0.05 degrees) to account for cloud cover,R, Not Included,,"In summary, feedingWhite-tailed Tropicbirds breeding in Fernando de Noronha, seem to be far from areasof predictable productivity, and all the oceanographic parameters measured within theirforaging range vary considerably in time and space. This seems to explain why the areaswhere they feed are scattered and why they develop looping foraging trips. We used images from the day before because it is likely that White-tailed Tropicbirds decide their route using recent foraging experience. The very low temporal correlation in the oceanographic parameters found in our study areaduring the sampling period supports the idea that feeding conditions around Fernando Noronha are unpredictable","The effects of oceanographic variables on the behaviour of White-tailed Tropicbirds atGPS locations were modelled with binomial Generalized Linear Mixed Model (GLMM),using the function glmer of the R package lme4;;;he response variablewas assigned as 1 for the observations classified as ‘‘search’’ and 0 for those classified as‘‘travel’’. The oceanographic variables were included in the model as fixed factors andbird identity as random factor. Correlations between fixed effects were low (turbidity vschlorophyll-a:r=0.22; turbidity vs SST:r=0.14; chlorophyll-a vs SST:r=0.26). Modelgoodness-of-fit was evaluated through marginalR2(variance explained by the fixed effects)and the conditionalR2(the variance explained by the fixed and random effects) following Nakagawa and Schielzeth 2013",NI,"In this context, the direct use of seabird tracks is stillthe best approach to identify priority areas for the conservation of tropical seabird.","The high conditionalR2 of our model in comparison with thelow marginalR2(see Table 1) indicates that much of the variation in searching behaviourprobability was related to the individual, which may indicate that different individualsrarely find similar foraging conditions due to the unpredictability of the oceanographic conditions.",,Foraging habitat choice of White-tailed Tropicbirds revealed by fine-scale GPS tracking and remote sensing,PeerJ,"Santos, Carlos D.; Campos, Leila F. A. S.; Efe, Marcio A."
8566838,A continent-wide search for Antarctic petrel breeding sites with satellite remote sensing,hannah.1.wood,,TRUE, WOS,,,,Algorithm to detect petrel colonies from Landsat images,2018,USA,,Antarctica,60.44ºS to 82.68ºS,3,2013,1,,Thalassoica antarctica,,,,1098 locations, Breeding Location/Distribution,, Other,SRS images,NI,NI, Satellite,,NI,NI,Landsat-8,Operational Line Imager (OLI),(OLI) imagery,Petrel breeding colnies,,NI,31m x 5-13m (is a pixel),NI, Modelling,Training data used in the model,NI,Algorithm developed,NI,"Antarctic petrel was identified as one of several key “dependent species” included in the CCAMLR Ecosystem Monitoring Program (CEMP). While CEMP recognizes the need to monitor population changes in this species, it also recognizes that the distribution and abundance of the Antarctic petrel are not well understood",,,A continent-wide search for Antarctic petrel breeding sites with satellite remote sensing,Remote Sens. Environ.,"Schwaller, Mathew R.; Lynch, Heather J.; Tarroux, Arnaud; Prehn, Brandon"
8566839,Observing Stress of Artificial Night Lighting on Marine Ecosystems - a Remote Sensing Application Study,hannah.1.wood,,FALSE, WOS, Main Body, Review,,review of impacts of artificial light (measured with SRS)on marine system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Observing Stress of Artificial Night Lighting on Marine Ecosystems - a Remote Sensing Application Study,"100 Years Isprs Advancing Remote Sensing Science, Pt 2","Aubrecht, C.; Elvidge, C. D.; Ziskin, D.; Rodrigues, P.; Gil, A.; Wagner, W.; Szekely, B."
8566840,"Foraging behaviour of satellite-tracked king penguins in relation to sea-surface temperatures obtained by satellite telemetry at Crozet Archipelago, a study during three austral summers",hannah.1.wood,,TRUE, WOS,,,,,1997,France,"Possession Island, Crozet Archipelago, Southern Indian Ocean",South-west Indian Ocean,"46.42 S, 51.90 E",3,1992,1,Spheniscidae,Aptenodytes patagonicus,Least Concern,20,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,150->1000,NI,,,"Global Area Coverage (CAC) system of the National Oceanic and Atmo- spheric Administration (NOAA, Ash.eville, NC, USA)",NOAA,NOAA 11 satellite,AVHRR/2 (~dvahced Very High Resolution Radiometer),SST,SST for each week (presumably an average),,daily,4m x 4m;;;8m x 8m,"o allow for cloud cover, data were obtained  every day for a  week. The mapped area was established by linear  interpolation using  SAS  software and then  treated using MIDAS (Munich Image Data Analysis System,  Munich, Ger- many) to obtain  sea-surface temperature plots (see Fig. 2). When  the foraging period of the penguins extended over 2 wk, data were combined.", In situ measurements,"To   verify data obtained from the satellite, we referred to the work of Weimerskirch et al. (1995). In 1994, in situ data  were obtained  using temperature recorders carried by wandering al'batrosses Dioniedea exulans tracked by satellite. The data gave a very good correlation (r2 = 0.97, n = 166) with the data from the satellite (Weimerskirch et al. 1995)",Not in their data but do suggest influence on birds decision about where to forage. Reference previous studies which say productivity is uniform throughout the year in one area and more variable but higher productivity in another area.,SST bands put on map and proportion of track time in each band caluculated,NI,NI,,,"Foraging behaviour of satellite-tracked king penguins in relation to sea-surface temperatures obtained by satellite telemetry at Crozet Archipelago, a study during three austral summers",Mar. Ecol.-Prog. Ser.,"Guinet, C.; Koudil, M.; Bost, C. A.; Durbec, J. P.; Georges, J. Y.; Mouchot, M. C.; Jouventin, P."
8566841,"Marine Geospatial Ecology Tools: An integrated framework for ecological geoprocessing with ArcGIS, Python, R, MATLAB, and C plus",hannah.1.wood,,FALSE, WOS,Title/Abstract, Not about seabird ecology,,Marine Geospatial Ecology Tools using dolphins as an example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marine Geospatial Ecology Tools: An integrated framework for ecological geoprocessing with ArcGIS, Python, R, MATLAB, and C plus",Environ. Modell. Softw.,"Roberts, Jason J.; Best, Benjamin D.; Dunn, Daniel C.; Treml, Eric A.; Halpin, Patrick N."
8566842,"Foraging behavior of a high-Arctic zooplanktivorous alcid, the little auk, at the southern edge of its breeding range",hannah.1.wood,,TRUE, WOS,,,,,2016,Poland,Bjørnøya in the Barents Sea,Norway,"74°30′N, 19°01′E",1,2013,1,,Alle alle,,15,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,10m,15-60 min, Satellite,,NASA Ocean Color Web (SST and Chl a);;;ETOPO1 (Bathymetry),NASA (SST and Chl a),Aqua (SST and Chl a),MODIS (SST and Chl a),SST;;;Chl a data retrieved from reflectance with the use of OC4 algorithm,"monthly composite (SST and Chl a);;;Three productivity regimes were considered based on the chloro-phyllavalues [mg m−3]: mesothropic (0.1–0.3), eutrophic (0.3–1.0),and enriched (N1.0)",,30,4000x4000 (SST and Chl a);;;1 arc-minute (bathymetry),NI, Not Included,,NI,"To compare bathymetry, SST and chlorophyll a concentration between foraging and flight positions, foraging and randomly chosen points, simple non-parametric Mann–Whitney U tests or parametric Student's t tests were used.","t is very likely that the predicted stronger influx of At-lantic water into the Arctic Ocean, and the reduction in ice extent(meaning lower abundance and worsening conditions for reproductionand development ofC. glacialis) will result in the shortage of preferredlittle auk prey species in the foraging areas within a‘cost-effective’dis-tance from the colony (Hop et al., 2006; Kwasniewski et al., 2012).Moreover, increasing temperatures and a regime shift toward a moreboreal European Arctic will favor smaller predators such as pelagicfish that can prey efficiently on tiny Atlantic zooplankters. Thus,planktivorous seabirds and mammals will have to compete harder forfood and decline in numbers (Węsławski et al., 2009). Little auks breed-ing at the southern limit of the Arctic zone may be especially exposed toecosystem and food web modifications due to climate change.",NI,,,"Foraging behavior of a high-Arctic zooplanktivorous alcid, the little auk, at the southern edge of its breeding range",J. Exp. Mar. Biol. Ecol.,"Jakubas, Dariusz; Iliszko, Lech M.; Strom, Hallvard; Darecki, Miroslaw; Jerstad, Kurt; Stempniewicz, Lech"
9893527,The optimal spatial scale for the analysis of elephant seal foraging as determined by geo-location in relation to sea surface temperatures,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The optimal spatial scale for the analysis of elephant seal foraging as determined by geo-location in relation to sea surface temperatures,ICES Journal of Marine Science,"Bradshaw, C.J.A.; Hindell, M.A.; Michael, K.J.; Sumner, M.D."
9893528,Accurate non-disturbance population survey method of nesting colonies in the reedbed with georeferenced aerial imagery,hannah.1.wood,,FALSE, Scopus, Main Body, Other: describe below,"Methods paper, not an ecological study of seabirds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accurate non-disturbance population survey method of nesting colonies in the reedbed with georeferenced aerial imagery,Sensors (Switzerland),"Bakó, G.; Molnár, Z.; Szilágyi, Z.; Biró, C.; Morvai, E.; Ábrám, Ö.; Molnár, A."
9893529,Observations and tracking of killer whales (Orcinus orca) with shore-based X-band marine radar at a marine energy test site,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Observations and tracking of killer whales (Orcinus orca) with shore-based X-band marine radar at a marine energy test site,Marine Mammal Science,"McCann, D.L.; Bell, P.S."
